ID,REgion,NeedsUpdating,City,state_name,CityState,county_name,Latitude,Longitude,population,NLCD Code,ActualDescription,Terrain,Climate,CostOfLiving,MInMilesMountains,min Drive Time Mountains,MilesTo_Atlantic,MilesTo_Gulf,Min Miles to Beach,Min Drive to Beach,MinLake,Drivelake,ClosestInternationalIATA,ClosestInternationalMiles,ClosestInternationalHours,ClosestNationalIATA,ClosestNationalMiles,ClosestNationalHours,ClosestRegionalIATA,ClosestRegionalHours,ClosestRegionalMiles
660,East South Central,,Gantt,Alabama,Gantt-Alabama,Covington County,31.4068339,-86.4841273,197,23,"Developed, Medium Intensity",Swamps,Temperate,77,141.73,170.1,324.69,121.35,121.35,145.62,79.03,94.8,PNS,76.76622851,1.54,VPS,63.18580749,1.26,DHN,1.23,61.31791875
661,East South Central,,Garden,Alabama,Garden-Alabama,Pickens County,33.1567901,-88.1833627,542,81,Pasture/Hay,Plains,Temperate,77,125.4,150.5,435.96,201.79,201.79,242.148,78.51,94.2,BHM,87.15361962,1.74,CSG,193.4744589,3.87,GTR,0.62,31.08878646
662,East South Central,,Gardendale,Alabama,Gardendale-Alabama,Jefferson County,33.6601033,-86.8127702,16444,23,"Developed, Medium Intensity",Plains,Temperate,74.1,47.3,56.8,370.74,246.36,246.36,295.632,31.23,37.5,BHM,7.528674004,0.15,CHA,132.1106422,2.64,MGM,1.94,97.01519358
663,East South Central,,Gaylesville,Alabama,Gaylesville-Alabama,Cherokee County,34.268426,-85.5569057,177,22,"Developed, Low Intensity",Mountains,Temperate,77,16.88,20.3,326.72,312.87,312.87,375.444,5.65,6.8,HSV,73.93221183,1.48,CHA,56.66195543,1.13,MGM,2.89,144.2998888
664,East South Central,,Geiger,Alabama,Geiger-Alabama,Sumter County,32.8681857,-88.3050321,153,22,"Developed, Low Intensity",Plains,Temperate,77,136.82,164.2,438.82,182.49,182.49,218.988,67.75,81.3,BHM,101.7198282,2.03,VPS,193.8054359,3.88,GTR,0.87,43.49709412
665,East South Central,,Geneva,Alabama,Geneva-Alabama,Geneva County,31.0329572,-85.8638242,4242,24,"Developed, High Intensity",Swamps,Temperate,77,165.42,198.5,290.41,138.97,138.97,166.764,77.32,92.8,ECP,46.87282137,0.94,VPS,55.16450341,1.1,DHN,0.63,31.56512682
666,East South Central,,Georgiana,Alabama,Georgiana-Alabama,Butler County,31.6371028,-86.7419175,1267,24,"Developed, High Intensity",Plains,Temperate,77,130.08,156.1,339.54,122.46,122.46,146.952,57.06,68.5,PNS,84.6076256,1.69,VPS,79.79511175,1.6,MGM,1,50.17740369
667,East South Central,,Geraldine,Alabama,Geraldine-Alabama,DeKalb County,34.3514798,-86.0008078,911,24,"Developed, High Intensity",Mountains,Temperate,77,7.69,9.2,351.06,307.11,307.11,368.532,15.41,18.5,HSV,48.30843867,0.97,CHA,65.44576277,1.31,MGM,2.87,143.5055736
668,East South Central,,Gilbertown,Alabama,Gilbertown-Alabama,Choctaw County,31.8770975,-88.3214089,702,23,"Developed, Medium Intensity",Plains,Temperate,77,170.6,204.7,432.74,114.88,114.88,137.856,55.65,66.8,JAN,106.9854847,2.14,VPS,141.7787809,2.84,PIB,1.32,66.10358904
669,East South Central,,Glencoe,Alabama,Glencoe-Alabama,Etowah County,33.957043,-85.9324698,5396,23,"Developed, Medium Intensity",Plains,Temperate,77,15.61,18.7,333.78,283.98,283.98,340.776,9.84,11.8,BHM,54.46058362,1.09,CHA,85.27954001,1.71,MGM,2.35,117.5201789
670,East South Central,,Glenwood,Alabama,Glenwood-Alabama,Crenshaw County,31.6646032,-86.1713444,154,22,"Developed, Low Intensity",Plains,Temperate,77,121.82,146.2,305.92,146.94,146.94,176.328,63.82,76.6,ECP,93.0393323,1.86,VPS,83.91422192,1.68,MGM,0.92,45.84196599
671,East South Central,,Goldville,Alabama,Goldville-Alabama,Tallapoosa County,33.0837311,-85.7838494,55,21,"Developed, Open Space",Plains,Temperate,77,28.07,33.7,300.96,236.07,236.07,283.284,24.07,28.9,BHM,65.0417806,1.3,CSG,62.81101059,1.26,MGM,1.29,64.7003633
672,East South Central,,Goodwater,Alabama,Goodwater-Alabama,Coosa County,33.065675,-86.0533013,1255,23,"Developed, Medium Intensity",Plains,Temperate,77,25.05,30.1,315.32,226.59,226.59,271.908,23.99,28.8,BHM,53.05809465,1.06,CSG,75.0374133,1.5,MGM,1.13,56.44957453
673,East South Central,,Gordo,Alabama,Gordo-Alabama,Pickens County,33.3201178,-87.9027962,1559,23,"Developed, Medium Intensity",Plains,Temperate,77,107.91,129.5,422.97,212.85,212.85,255.42,64.98,78.0,BHM,68.35033159,1.37,CSG,180.6488083,3.61,GTR,0.81,40.73453991
674,East South Central,,Gordon,Alabama,Gordon-Alabama,Houston County,31.1412918,-85.0965965,301,22,"Developed, Low Intensity",Swamps,Temperate,80.2,167.04,200.4,244.34,184.13,184.13,220.956,57.3,68.8,TLH,67.90234876,1.36,CSG,95.45622355,1.91,DHN,0.49,24.28340503
675,East South Central,,Gordonville,Alabama,Gordonville-Alabama,Lowndes County,32.151993,-86.715443,224,22,"Developed, Low Intensity",Plains,Temperate,77,96.36,115.6,339.83,152.74,152.74,183.288,43.21,51.9,BHM,97.51223541,1.95,CSG,106.7266092,2.13,MGM,0.43,21.41313501
676,East South Central,,Goshen,Alabama,Goshen-Alabama,Pike County,31.7229352,-86.1182882,267,22,"Developed, Low Intensity",Plains,Temperate,77,117.65,141.2,302.87,151.95,151.95,182.34,59.59,71.5,ECP,96.2839921,1.93,CSG,88.13788695,1.76,MGM,0.86,43.05967842
677,East South Central,,Grant,Alabama,Grant-Alabama,Marshall County,34.5286985,-86.2533163,1062,22,"Developed, Low Intensity",Mountains,Temperate,77,17.27,20.7,369.79,313.27,313.27,375.924,9.2,11.0,HSV,30.61183733,0.61,CHA,69.09049392,1.38,TUP,2.89,144.5943454
678,East South Central,,Graysville,Alabama,Graysville-Alabama,Jefferson County,33.6206611,-86.9713844,1859,21,"Developed, Open Space",Plains,Temperate,74.1,55.3,66.4,378.25,241.25,241.25,289.5,29.21,35.1,BHM,13.1564539,0.26,CSG,140.2521914,2.81,GTR,1.88,94.04160381
679,East South Central,,Greensboro,Alabama,Greensboro-Alabama,Hale County,32.7045753,-87.5958396,2187,23,"Developed, Medium Intensity",Plains,Temperate,77,103.11,123.7,396.19,172.06,172.06,206.472,35.74,42.9,BHM,76.76081025,1.54,CSG,155.1810516,3.1,MGM,1.51,75.38931213
680,East South Central,,Greenville,Alabama,Greenville-Alabama,Butler County,31.8295972,-86.6177517,6983,23,"Developed, Medium Intensity",Plains,Temperate,77,115.23,138.3,332.5,137.42,137.42,164.904,55.22,66.3,PNS,99.56295973,1.99,VPS,92.36598823,1.85,MGM,0.7,35.08435791
681,East South Central,,Grimes,Alabama,Grimes-Alabama,Dale County,31.3046175,-85.44799,587,22,"Developed, Low Intensity",Swamps,Temperate,77,150.43,180.5,263.96,169.1,169.1,202.92,49.27,59.1,ECP,68.638838,1.37,VPS,86.02495077,1.72,DHN,0.02,1.155332137
682,East South Central,,Guin,Alabama,Guin-Alabama,Marion County,33.9656594,-87.9147494,2137,24,"Developed, High Intensity",Plains,Temperate,77,105.35,126.4,437.45,257.31,257.31,308.772,44.23,53.1,BHM,72.26944662,1.45,CHA,171.1450109,3.42,GTR,1.05,52.73292154
683,East South Central,,Guntersville,Alabama,Guntersville-Alabama,Marshall County,34.3581473,-86.2947041,9242,24,"Developed, High Intensity",Mountains,Temperate,77,10.58,12.7,365.58,301.4,301.4,361.68,3.09,3.7,HSV,33.46614221,0.67,CHA,77.65609733,1.55,TUP,2.83,141.3904328
684,East South Central,,Gurley,Alabama,Gurley-Alabama,Madison County,34.7017558,-86.3758201,846,22,"Developed, Low Intensity",Mountains,Temperate,86,20.09,24.1,382.17,322.35,322.35,386.82,22.04,26.4,HSV,23.1211036,0.46,CHA,70.33293275,1.41,TUP,2.79,139.5969668
685,East South Central,,Gu-Win,Alabama,Gu-Win-Alabama,Marion County,33.960937,-87.8805817,142,21,"Developed, Open Space",Plains,Temperate,77,103.51,124.2,435.5,257.04,257.04,308.448,42.31,50.8,BHM,70.33569647,1.41,CHA,169.5389459,3.39,GTR,1.08,53.98464054
686,East South Central,,Hackleburg,Alabama,Hackleburg-Alabama,Marion County,34.27732,-87.8286423,1448,24,"Developed, High Intensity",Mountains,Temperate,77,97.65,117.2,441.04,278.93,278.93,334.716,42.99,51.6,HSV,64.97009208,1.3,CHA,158.1111051,3.16,TUP,1.07,53.74608724
687,East South Central,,Haleburg,Alabama,Haleburg-Alabama,Henry County,31.406562,-85.1371526,117,23,"Developed, Medium Intensity",Swamps,Temperate,77,149.03,178.8,245.19,188.72,188.72,226.464,38.9,46.7,ECP,82.35449451,1.65,CSG,77.55363737,1.55,DHN,0.39,19.35413612
688,East South Central,,Haleyville,Alabama,Haleyville-Alabama,Winston County,34.226488,-87.6214133,4313,24,"Developed, High Intensity",Mountains,Temperate,77,85.97,103.2,428.77,276.15,276.15,331.38,30.81,37.0,HSV,55.96127001,1.12,CHA,148.3767695,2.97,TUP,1.31,65.65703622
689,East South Central,,Hamilton,Alabama,Hamilton-Alabama,Marion County,34.1423235,-87.9886438,6944,24,"Developed, High Intensity",Mountains,Temperate,77,107.45,128.9,445.85,269.44,269.44,323.328,49.02,58.8,HSV,77.18174832,1.54,CHA,169.9976337,3.4,TUP,0.91,45.480752
690,East South Central,,Hammondville,Alabama,Hammondville-Alabama,DeKalb County,34.5817507,-85.6266327,428,23,"Developed, Medium Intensity",Mountains,Temperate,77,9.29,11.1,342.54,330.37,330.37,396.444,26.61,31.9,HSV,65.41939906,1.31,CHA,39.46948776,0.79,MGM,3.27,163.6995257
691,East South Central,,Hanceville,Alabama,Hanceville-Alabama,Cullman County,34.0606545,-86.767498,3346,23,"Developed, Medium Intensity",Mountains,Temperate,77,40.57,48.7,379.6,273.59,273.59,328.308,21.83,26.2,BHM,34.39811724,0.69,CHA,111.6016772,2.23,GTR,2.26,112.9436268
692,East South Central,,Harpersville,Alabama,Harpersville-Alabama,Shelby County,33.3439995,-86.4380357,1925,24,"Developed, High Intensity",Plains,Temperate,78,23.69,28.4,342.71,233.39,233.39,280.068,18.3,22.0,BHM,23.65702804,0.47,CSG,104.060492,2.08,MGM,1.44,72.13464202
693,East South Central,,Hartford,Alabama,Hartford-Alabama,Geneva County,31.1023998,-85.6968778,2763,24,"Developed, High Intensity",Swamps,Temperate,77,161.57,193.9,279.98,149.95,149.95,179.94,68.15,81.8,ECP,51.82809301,1.04,VPS,65.77755866,1.32,DHN,0.42,21.02801594
694,East South Central,,Hartselle,Alabama,Hartselle-Alabama,Morgan County,34.4434282,-86.9352842,16201,24,"Developed, High Intensity",Mountains,Temperate,78.6,47.48,57.0,400.26,296.86,296.86,356.232,28.03,33.6,HSV,16.20004461,0.32,CHA,106.4834005,2.13,TUP,2.11,105.3437837
695,East South Central,,Hayden,Alabama,Hayden-Alabama,Blount County,33.8926003,-86.757773,1355,23,"Developed, Medium Intensity",Plains,Temperate,77,46.14,55.4,374.15,262.62,262.62,315.144,23.84,28.6,BHM,22.77864989,0.46,CHA,118.621318,2.37,GTR,2.2,109.7767721
696,East South Central,,Hayneville,Alabama,Hayneville-Alabama,Lowndes County,32.1840315,-86.5802533,747,23,"Developed, Medium Intensity",Plains,Temperate,77,91.35,109.6,332.2,158.75,158.75,190.5,50.98,61.2,BHM,95.80270941,1.92,CSG,98.51904721,1.97,MGM,0.27,13.54291977
697,East South Central,,Headland,Alabama,Headland-Alabama,Henry County,31.351284,-85.3421559,5429,24,"Developed, High Intensity",Swamps,Temperate,77,148.88,178.7,257.49,176.13,176.13,211.356,44.26,53.1,ECP,73.76938274,1.48,CSG,83.89847161,1.68,DHN,0.13,6.672755674
698,East South Central,,Heath,Alabama,Heath-Alabama,Covington County,31.3607243,-86.4696811,242,21,"Developed, Open Space",Swamps,Temperate,77,144.7,173.6,324,119.92,119.92,143.904,81.89,98.3,PNS,74.59964408,1.49,VPS,60.06755552,1.2,DHN,1.21,60.25647664
699,East South Central,,Heflin,Alabama,Heflin-Alabama,Cleburne County,33.6489948,-85.5874584,3557,24,"Developed, High Intensity",Plains,Temperate,77,15.83,19.0,306.23,274.94,274.94,329.928,35.27,42.3,ATL,67.16254542,1.34,CSG,86.80082887,1.74,MGM,2.08,104.2325633
700,East South Central,,Helena,Alabama,Helena-Alabama,Shelby County,33.296224,-86.8436004,22200,24,"Developed, High Intensity",Plains,Temperate,78,47.31,56.8,363.79,221.91,221.91,266.292,22,26.4,BHM,19.14590249,0.38,CSG,122.9268677,2.46,MGM,1.47,73.57783431
701,East South Central,,Henagar,Alabama,Henagar-Alabama,DeKalb County,34.635084,-85.7671936,2322,23,"Developed, Medium Intensity",Mountains,Temperate,77,11.55,13.9,351.16,330.36,330.36,396.432,31.64,38.0,HSV,57.29568375,1.15,CHA,42.26249581,0.85,MGM,3.31,165.2896764
702,East South Central,,Highland,Alabama,Highland-Alabama,Clay County,33.3556678,-85.8255186,430,22,"Developed, Low Intensity",Plains,Temperate,77,13.44,16.1,310.05,250.52,250.52,300.624,42.23,50.7,BHM,55.3781671,1.11,CSG,77.50257294,1.55,MGM,1.6,80.01856675
703,East South Central,,Hillsboro,Alabama,Hillsboro-Alabama,Lawrence County,34.639258,-87.1916834,404,22,"Developed, Low Intensity",Mountains,Temperate,77,65.31,78.4,419.59,307.38,307.38,368.856,11.22,13.5,HSV,23.68423737,0.47,CHA,116.0148711,2.32,TUP,1.87,93.5002944
704,East South Central,,Hobson,Alabama,Hobson-Alabama,Washington County,31.4723873,-88.1533407,739,42,Evergreen Forest,Swamps,Temperate,77,182.77,219.3,423.02,85.9,85.9,103.08,65.08,78.1,PNS,89.69479867,1.79,VPS,116.6002263,2.33,MOB,1.08,54.21890628
705,East South Central,,Hodges,Alabama,Hodges-Alabama,Franklin County,34.3270425,-87.9264233,262,24,"Developed, High Intensity",Mountains,Temperate,77,103.21,123.9,447.54,282.21,282.21,338.652,49.5,59.4,HSV,68.9873719,1.38,CHA,162.2519345,3.25,TUP,0.97,48.31705191
706,East South Central,,Hollywood,Alabama,Hollywood-Alabama,Jackson County,34.72425,-85.9724787,928,22,"Developed, Low Intensity",Mountains,Temperate,77,4.1,4.9,364.22,331.51,331.51,397.812,28.16,33.8,HSV,45.99566381,0.92,CHA,48.59059915,0.97,TUP,3.25,162.3789893
707,East South Central,,Homewood,Alabama,Homewood-Alabama,Jefferson County,33.4717732,-86.8008228,27919,22,"Developed, Low Intensity",Plains,Temperate,74.1,44,52.8,365.43,234.18,234.18,281.016,29.81,35.8,BHM,6.862443483,0.14,CSG,126.4904139,2.53,MGM,1.69,84.29017628
708,East South Central,,Hoover,Alabama,Hoover-Alabama,Jefferson County,33.4053867,-86.8113782,93013,22,"Developed, Low Intensity",Plains,Temperate,74.1,44.55,53.5,364.46,229.64,229.64,275.568,26.26,31.5,BHM,11.38454554,0.23,CSG,124.7259633,2.49,MGM,1.6,80.08300107
709,East South Central,,Hueytown,Alabama,Hueytown-Alabama,Jefferson County,33.4512197,-86.9966606,16185,22,"Developed, Low Intensity",Plains,Temperate,74.1,55.24,66.3,375.6,229.59,229.59,275.508,35.71,42.9,BHM,15.99220585,0.32,CSG,135.6293983,2.71,MGM,1.74,86.84939926
710,East South Central,,Huntsville,Alabama,Huntsville-Alabama,Madison County,34.7303688,-86.5861037,230402,24,"Developed, High Intensity",Mountains,Temperate,86,31.71,38.1,393.26,320.85,320.85,385.02,29.44,35.3,HSV,12.51707611,0.25,CHA,81.14013326,1.62,TUP,2.57,128.3832979
711,East South Central,,Hurtsboro,Alabama,Hurtsboro-Alabama,Russell County,32.2418146,-85.4163327,342,23,"Developed, Medium Intensity",Plains,Temperate,77,89.52,107.4,265.26,206.51,206.51,247.812,24.61,29.5,ATL,112.5893413,2.25,CSG,33.70440371,0.67,MGM,1.15,57.25893964
712,East South Central,,Hytop,Alabama,Hytop-Alabama,Jackson County,34.916196,-86.0880384,453,21,"Developed, Open Space",Mountains,Temperate,77,11.26,13.5,377.38,341.59,341.59,409.908,37.34,44.8,HSV,43.49411555,0.87,CHA,50.74306079,1.01,TUP,3.18,158.971127
713,East South Central,,Ider,Alabama,Ider-Alabama,DeKalb County,34.7142484,-85.6808031,738,21,"Developed, Open Space",Mountains,Temperate,77,16.85,20.2,350.53,337.35,337.35,404.82,35.99,43.2,HSV,62.40425199,1.25,CHA,34.98101208,0.7,MGM,3.43,171.7496178
714,East South Central,,Irondale,Alabama,Irondale-Alabama,Jefferson County,33.5381601,-86.7072102,13545,24,"Developed, High Intensity",Plains,Temperate,74.1,39.2,47.0,361.99,240.23,240.23,288.276,31.93,38.3,BHM,3.170409958,0.06,CSG,124.4078907,2.49,MGM,1.75,87.41302163
715,East South Central,,Jackson,Alabama,Jackson-Alabama,Clarke County,31.5090521,-87.8944435,4477,24,"Developed, High Intensity",Plains,Temperate,77,170.94,205.1,407.65,88.22,88.22,105.864,54.46,65.4,PNS,82.94039951,1.66,VPS,106.1288982,2.12,MOB,1.2,60.13543496
716,East South Central,,Jacksonville,Alabama,Jacksonville-Alabama,Calhoun County,33.8137125,-85.7613536,14651,23,"Developed, Medium Intensity",Plains,Temperate,76,6.43,7.7,320.4,279.71,279.71,335.652,21.05,25.3,BHM,59.61491145,1.19,CHA,90.18925082,1.8,MGM,2.22,110.7756235
717,East South Central,,Jasper,Alabama,Jasper-Alabama,Walker County,33.8312185,-87.2775053,14561,24,"Developed, High Intensity",Plains,Temperate,74,73.83,88.6,399.97,251.64,251.64,301.968,14.96,18.0,BHM,35.36609732,0.71,CHA,144.5238283,2.89,GTR,1.6,80.03141503
718,East South Central,,Jemison,Alabama,Jemison-Alabama,Chilton County,32.9598451,-86.7466522,2999,23,"Developed, Medium Intensity",Plains,Temperate,77,52.13,62.6,351.78,202.06,202.06,242.472,14.84,17.8,BHM,41.67179416,0.83,CSG,109.4412351,2.19,MGM,1,49.95619428
719,East South Central,,Kansas,Alabama,Kansas-Alabama,Walker County,33.9017737,-87.5519582,180,23,"Developed, Medium Intensity",Plains,Temperate,74,86.53,103.8,416.43,254.25,254.25,305.1,24.65,29.6,BHM,51.50515082,1.03,CHA,155.0023254,3.1,GTR,1.35,67.41937399
720,East South Central,,Kellyton,Alabama,Kellyton-Alabama,Coosa County,32.9798441,-86.033578,127,21,"Developed, Open Space",Plains,Temperate,77,30.96,37.2,312.4,222.15,222.15,266.58,18.14,21.8,BHM,57.90433635,1.16,CSG,71.22165305,1.42,MGM,1.03,51.4000663
721,East South Central,,Kennedy,Alabama,Kennedy-Alabama,Lamar County,33.5870574,-87.9844675,425,24,"Developed, High Intensity",Plains,Temperate,77,112.73,135.3,432.68,231.17,231.17,277.404,56.63,68.0,BHM,70.87823744,1.42,CHA,187.6029926,3.75,GTR,0.72,36.21840276
722,East South Central,,Killen,Alabama,Killen-Alabama,Lauderdale County,34.8628637,-87.5375253,1040,21,"Developed, Open Space",Mountains,Temperate,79.1,86,103.2,444.29,320.27,320.27,384.324,21.34,25.6,HSV,46.0073638,0.92,CHA,132.7097797,2.65,TUP,1.63,81.27173079
723,East South Central,,Kimberly,Alabama,Kimberly-Alabama,Jefferson County,33.7734352,-86.8138832,4699,23,"Developed, Medium Intensity",Plains,Temperate,74.1,50.5,60.6,373.79,253.83,253.83,304.596,25.43,30.5,BHM,14.95191345,0.3,CHA,126.597398,2.53,MGM,2.09,104.6263027
724,East South Central,,Kinsey,Alabama,Kinsey-Alabama,Houston County,31.299063,-85.3443778,2265,22,"Developed, Low Intensity",Swamps,Temperate,80.2,152.31,182.8,257.87,174.51,174.51,209.412,47.78,57.3,ECP,70.37447364,1.41,CSG,87.40340269,1.75,DHN,0.13,6.399972908
725,East South Central,,Kinston,Alabama,Kinston-Alabama,Coffee County,31.2160045,-86.1710579,599,22,"Developed, Low Intensity",Swamps,Temperate,77,152.68,183.2,307.1,128.48,128.48,154.176,79.72,95.7,ECP,63.39089597,1.27,VPS,54.69743278,1.09,DHN,0.86,43.22182199
726,East South Central,,Lakeview,Alabama,Lakeview-Alabama,DeKalb County,34.3909232,-85.9783077,166,22,"Developed, Low Intensity",Mountains,Temperate,77,10.21,12.3,351.45,310.12,310.12,372.144,16.38,19.7,HSV,48.4476611,0.97,CHA,62.59395022,1.25,MGM,2.93,146.4035294
727,East South Central,,Lanett,Alabama,Lanett-Alabama,Chambers County,32.8687391,-85.1904971,6704,23,"Developed, Medium Intensity",Plains,Temperate,77,62.62,75.1,263.52,246.1,246.1,295.32,41.46,49.8,ATL,69.46458124,1.39,CSG,28.40736735,0.57,MGM,1.61,80.30916996
728,East South Central,,Langston,Alabama,Langston-Alabama,Jackson County,34.5389756,-86.0744234,272,22,"Developed, Low Intensity",Mountains,Temperate,77,15.44,18.5,361.65,317.5,317.5,381,14.71,17.7,HSV,40.42709568,0.81,CHA,60.14654772,1.2,TUP,3.1,154.7930322
729,East South Central,,Leeds,Alabama,Leeds-Alabama,Jefferson County,33.5481597,-86.5444288,12573,23,"Developed, Medium Intensity",Plains,Temperate,74.1,30.21,36.3,353.5,244.08,244.08,292.896,31.27,37.5,BHM,12.08422047,0.24,CSG,117.1816932,2.34,MGM,1.73,86.63587066
730,East South Central,,Leesburg,Alabama,Leesburg-Alabama,Cherokee County,34.1798177,-85.7613555,1006,23,"Developed, Medium Intensity",Mountains,Temperate,77,20.27,24.3,333.15,302.09,302.09,362.508,9,10.8,HSV,65.8623816,1.32,CHA,67.07902663,1.34,MGM,2.7,134.8864304
731,East South Central,,Leighton,Alabama,Leighton-Alabama,Colbert County,34.700923,-87.5289151,662,23,"Developed, Medium Intensity",Mountains,Temperate,78,84.84,101.8,438.47,309.19,309.19,371.028,21.56,25.9,HSV,43.06396096,0.86,CHA,133.8251173,2.68,TUP,1.53,76.74233565
732,East South Central,,Lester,Alabama,Lester-Alabama,Limestone County,34.9906391,-87.1533469,119,23,"Developed, Medium Intensity",Mountains,Temperate,85,65.77,78.9,430.08,331.65,331.65,397.98,13.16,15.8,HSV,32.50789011,0.65,CHA,110.3751041,2.21,TUP,2.09,104.5872911
733,East South Central,,Lexington,Alabama,Lexington-Alabama,Lauderdale County,34.9692501,-87.3711316,737,22,"Developed, Low Intensity",Mountains,Temperate,79.1,77.55,93.1,439.83,328.52,328.52,394.224,16.34,19.6,HSV,40.86439563,0.82,CHA,122.7564079,2.46,TUP,1.86,93.12524075
734,East South Central,,Libertyville,Alabama,Libertyville-Alabama,Covington County,31.2415614,-86.4613446,110,22,"Developed, Low Intensity",Swamps,Temperate,77,152.72,183.3,324.08,115.21,115.21,138.252,88.27,105.9,PNS,68.32133104,1.37,VPS,51.91139729,1.04,DHN,1.2,59.99401632
735,East South Central,,Lincoln,Alabama,Lincoln-Alabama,Talladega County,33.6131588,-86.1183061,7790,21,"Developed, Open Space",Plains,Temperate,75,13.45,16.1,332.67,257.99,257.99,309.588,21.87,26.2,BHM,36.72716654,0.73,CSG,102.0144954,2.04,MGM,1.84,92.08381798
736,East South Central,,Linden,Alabama,Linden-Alabama,Marengo County,32.3062535,-87.7980665,1815,23,"Developed, Medium Intensity",Plains,Temperate,77,128.17,153.8,404,143.43,143.43,172.116,21.48,25.8,BHM,105.8665277,2.12,VPS,145.2575307,2.91,MGM,1.64,81.99871447
737,East South Central,,Lineville,Alabama,Lineville-Alabama,Clay County,33.3106696,-85.7544051,2486,24,"Developed, High Intensity",Plains,Temperate,77,18.47,22.2,305.06,250.07,250.07,300.084,39.74,47.7,BHM,60.18756025,1.2,CSG,72.45566978,1.45,MGM,1.58,79.05461126
738,East South Central,,Lipscomb,Alabama,Lipscomb-Alabama,Jefferson County,33.4256646,-86.9266588,2019,21,"Developed, Open Space",Plains,Temperate,74.1,51.18,61.4,371.21,229,229,274.8,31.6,37.9,BHM,13.76417067,0.28,CSG,131.2366113,2.62,MGM,1.67,83.65333853
739,East South Central,,Lisman,Alabama,Lisman-Alabama,Choctaw County,32.1687554,-88.2825251,398,22,"Developed, Low Intensity",Plains,Temperate,77,156.71,188.1,431.43,134.44,134.44,161.328,48.63,58.4,JAN,105.2651098,2.11,VPS,154.4333639,3.09,PIB,1.57,78.63704291
740,East South Central,,Littleville,Alabama,Littleville-Alabama,Colbert County,34.5906483,-87.6769745,1054,22,"Developed, Low Intensity",Mountains,Temperate,78,90.98,109.2,442.43,300.95,300.95,361.14,32.3,38.8,HSV,51.38692439,1.03,CHA,143.6263682,2.87,TUP,1.32,66.15194599
741,East South Central,,Livingston,Alabama,Livingston-Alabama,Sumter County,32.5843025,-88.1872475,3138,22,"Developed, Low Intensity",Plains,Temperate,77,137.54,165.0,428.92,162.42,162.42,194.904,50.39,60.5,BHM,107.0609271,2.14,VPS,173.6602964,3.47,GTR,1.29,64.2523207
742,East South Central,,Loachapoka,Alabama,Loachapoka-Alabama,Lee County,32.6043008,-85.5932854,163,81,Pasture/Hay,Plains,Temperate,90,62.49,75.0,280.62,216.82,216.82,260.184,19.84,23.8,BHM,94.33257401,1.89,CSG,38.59120628,0.77,MGM,1.02,51.18119916
743,East South Central,,Lockhart,Alabama,Lockhart-Alabama,Covington County,31.0104576,-86.3496691,443,21,"Developed, Open Space",Swamps,Temperate,77,167.63,201.2,319.19,112.25,112.25,134.7,97.09,116.5,ECP,55.87229148,1.12,VPS,37.59950539,0.75,DHN,1.15,57.3815811
744,East South Central,,Louisville,Alabama,Louisville-Alabama,Barbour County,31.7834963,-85.5557751,386,24,"Developed, High Intensity",Plains,Temperate,77,116.87,140.2,269.93,180.4,180.4,216.48,27.3,32.8,ECP,99.57131348,1.99,CSG,62.17835379,1.24,DHN,0.65,32.5418654
745,East South Central,,Lowndesboro,Alabama,Lowndesboro-Alabama,Lowndes County,32.2751399,-86.6113658,76,21,"Developed, Open Space",Plains,Temperate,77,86.16,103.4,334.78,163.14,163.14,195.768,49.38,59.3,BHM,89.35981348,1.79,CSG,98.98612579,1.98,MGM,0.26,12.81912197
746,East South Central,,Loxley,Alabama,Loxley-Alabama,Baldwin County,30.6182476,-87.7530454,5176,24,"Developed, High Intensity",Swamps,Temperate,89.5,218.18,261.8,405.84,30.56,30.56,36.672,110.85,133.0,PNS,35.16466349,0.7,VPS,72.12762119,1.44,MOB,0.59,29.54749589
747,East South Central,,Luverne,Alabama,Luverne-Alabama,Crenshaw County,31.7165455,-86.2638492,2678,24,"Developed, High Intensity",Plains,Temperate,77,118.72,142.5,311.43,145.4,145.4,174.48,67.94,81.5,ECP,97.93345499,1.96,VPS,86.13884205,1.72,MGM,0.82,41.07094262
748,East South Central,,Lynn,Alabama,Lynn-Alabama,Winston County,34.0470483,-87.54974,628,23,"Developed, Medium Intensity",Mountains,Temperate,77,83.67,100.4,420.09,264.22,264.22,317.064,23.25,27.9,BHM,56.64162491,1.13,CHA,149.965622,3,TUP,1.43,71.41409201
749,East South Central,,Madison,Alabama,Madison-Alabama,Madison County,34.6992579,-86.7483318,64029,22,"Developed, Low Intensity",Mountains,Temperate,86,41.09,49.3,399.92,316.45,316.45,379.74,24.89,29.9,HSV,4.547558108,0.09,CHA,90.59406203,1.81,TUP,2.38,118.9229583
750,East South Central,,Madrid,Alabama,Madrid-Alabama,Houston County,31.0357372,-85.3932663,272,22,"Developed, Low Intensity",Swamps,Temperate,80.2,169.21,203.1,262.74,165.13,165.13,198.156,66.15,79.4,ECP,52.63086506,1.05,VPS,78.17935371,1.56,DHN,0.4,20.00849078
751,East South Central,,Magnolia,Alabama,Magnolia-Alabama,Marengo County,32.1357021,-87.6680606,853,23,"Developed, Medium Intensity",Plains,Temperate,77,130.05,156.1,395.34,132.66,132.66,159.192,13.44,16.1,BHM,111.9908268,2.24,VPS,131.2458159,2.62,MGM,1.51,75.34236924
